cod_estd;secuencial;tip_movi;tip_naci;anio_movi;mes_movi;dia_movi;sex_migr;nac_migr;subcont_nac;cont_nac;via_tran;mot_viam;pais_prod;subcont_prod;cont_prod;lug_prod;pais_res;subcont_res;cont_res;jef_migr;pro_jefm;can_jefm;cla_migr;ocu_migr;edad;pais_esc;lug_esc
ESI;4349;Entrada;Extranjero;2017;Diciembre;10;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;15;Colombia;Pasto
ESI;4350;Entrada;Extranjero;2017;Diciembre;10;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;9;Colombia;Pasto
ESI;4351;Entrada;Extranjero;2017;Diciembre;10;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;7;Colombia;Pasto
ESI;4352;Entrada;Extranjero;2017;Diciembre;10;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;3;Colombia;Pasto
ESI;4353;Entrada;Extranjero;2017;Diciembre;10;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;1;Colombia;Pasto
ESI;4354;Entrada;Extranjero;2017;Diciembre;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;15;Colombia;Pasto
ESI;4355;Entrada;Extranjero;2017;Diciembre;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;12;Colombia;Pasto
ESI;4356;Entrada;Extranjero;2017;Diciembre;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Vanuatu;Melanesia;Oceanía;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;8;Colombia;Pasto
ESI;4357;Entrada;Extranjero;2017;Diciembre;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;4;Colombia;Pasto
ESI;4358;Entrada;Extranjero;2017;Diciembre;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Perú;América del Sur;América;Tumbes;Venezuela;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;No inmigrante T-3;Menores de edad;2;Perú;Tumbes
ESI;4359;Entrada;Extranjero;2017;Diciembre;12;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;13;Colombia;Pasto
ESI;4360;Entrada;Extranjero;2017;Diciembre;12;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;8;Colombia;Pasto
ESI;4361;Entrada;Extranjero;2017;Diciembre;12;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;1;Colombia;Pasto
ESI;4362;Entrada;Extranjero;2017;Diciembre;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;14;Colombia;Pasto
ESI;4363;Entrada;Extranjero;2017;Diciembre;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;12;Colombia;Pasto
ESI;4364;Entrada;Extranjero;2017;Diciembre;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;10;Colombia;Pasto
ESI;4365;Entrada;Extranjero;2017;Diciembre;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;8;Colombia;Pasto
ESI;4366;Entrada;Extranjero;2017;Diciembre;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;6;Colombia;Pasto
ESI;4367;Entrada;Extranjero;2017;Diciembre;14;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;14;Colombia;Pasto
ESI;4368;Entrada;Extranjero;2017;Diciembre;14;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;3;Colombia;Pasto
ESI;4369;Entrada;Extranjero;2017;Diciembre;15;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;11;Colombia;Pasto
ESI;4370;Entrada;Extranjero;2017;Diciembre;15;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;0;Colombia;Pasto
ESI;4371;Entrada;Extranjero;2017;Diciembre;16;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;15;Colombia;Pasto
ESI;4372;Entrada;Extranjero;2017;Diciembre;16;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;14;Colombia;Pasto
ESI;4373;Entrada;Extranjero;2017;Diciembre;16;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;3;Colombia;Pasto
ESI;4374;Entrada;Extranjero;2017;Diciembre;16;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;1;Colombia;Pasto
ESI;4375;Entrada;Extranjero;2017;Diciembre;17;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Perú;América del Sur;América;Piura;Venezuela;América del Sur;América;Unidad de Control Migratorio Frontera Terrestre Macara;Loja;Macará;No inmigrante T-3;Menores de edad;14;Perú;Piura
ESI;4376;Entrada;Extranjero;2017;Diciembre;17;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;14;Colombia;Pasto
ESI;4377;Entrada;Extranjero;2017;Diciembre;17;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;8;Colombia;Pasto
ESI;4378;Entrada;Extranjero;2017;Diciembre;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;16;Colombia;Pasto
ESI;4379;Entrada;Extranjero;2017;Diciembre;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;11;Colombia;Pasto
ESI;4380;Entrada;Extranjero;2017;Diciembre;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;2;Colombia;Pasto
ESI;4381;Entrada;Extranjero;2017;Diciembre;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;11;Colombia;Bucaramanga
ESI;4382;Entrada;Extranjero;2017;Diciembre;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;10;Colombia;Pasto
ESI;4383;Entrada;Extranjero;2017;Diciembre;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;8;Colombia;Pasto
ESI;4384;Entrada;Extranjero;2017;Diciembre;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;4;Colombia;Pasto
ESI;4385;Entrada;Extranjero;2017;Diciembre;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;4;Colombia;Pasto
ESI;4386;Entrada;Extranjero;2017;Diciembre;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;14;Colombia;Pasto
ESI;4387;Entrada;Extranjero;2017;Diciembre;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;14;Colombia;Pasto
ESI;4388;Entrada;Extranjero;2017;Diciembre;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;11;Colombia;Pasto
ESI;4389;Entrada;Extranjero;2017;Diciembre;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;6;Colombia;Pasto
ESI;4390;Entrada;Extranjero;2017;Diciembre;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;5;Colombia;Pasto
ESI;4391;Entrada;Extranjero;2017;Diciembre;21;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;1;Colombia;Pasto
ESI;4392;Entrada;Extranjero;2017;Diciembre;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;16;Colombia;Pasto
ESI;4393;Entrada;Extranjero;2017;Diciembre;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Residencia;Colombia;América del Sur;América;Pasto;Ecuador;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;Sin Especificar;Menores de edad;16;Colombia;Pasto
ESI;4394;Entrada;Extranjero;2017;Diciembre;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;8;Colombia;Pasto
ESI;4395;Entrada;Extranjero;2017;Diciembre;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;5;Colombia;Pasto
ESI;4396;Entrada;Extranjero;2017;Diciembre;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;11;Colombia;Pasto
ESI;4397;Entrada;Extranjero;2017;Diciembre;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;11;Colombia;Pasto
ESI;4398;Entrada;Extranjero;2017;Diciembre;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;9;Colombia;Pasto
ESI;4399;Entrada;Extranjero;2017;Diciembre;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;9;Colombia;Pasto
ESI;4400;Entrada;Extranjero;2017;Diciembre;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;7;Colombia;Pasto
ESI;4401;Entrada;Extranjero;2017;Diciembre;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;2;Colombia;Pasto
ESI;4402;Entrada;Extranjero;2017;Diciembre;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;1;Colombia;Pasto
ESI;4403;Entrada;Extranjero;2017;Diciembre;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;17;Colombia;Pasto
ESI;4404;Entrada;Extranjero;2017;Diciembre;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;8;Colombia;Pasto
ESI;4405;Entrada;Extranjero;2017;Diciembre;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;5;Colombia;Pasto
ESI;4406;Entrada;Extranjero;2017;Diciembre;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;2;Colombia;Pasto
ESI;4407;Entrada;Extranjero;2017;Diciembre;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;17;Colombia;Pasto
ESI;4408;Entrada;Extranjero;2017;Diciembre;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;17;Colombia;Pasto
ESI;4409;Entrada;Extranjero;2017;Diciembre;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Villavicencio;Venezuela;América del Sur;América;Centro Binacional de Atención Fronteriza San Miguel;Sucumbios;Sucumbíos;No inmigrante T-3;Menores de edad;2;Colombia;Villavicencio
ESI;4410;Entrada;Extranjero;2017;Diciembre;26;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Perú;América del Sur;América;Tumbes;Venezuela;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;No inmigrante T-3;Menores de edad;12;Perú;Tumbes
ESI;4411;Entrada;Extranjero;2017;Diciembre;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;6;Colombia;Pasto
ESI;4412;Entrada;Extranjero;2017;Diciembre;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;3;Colombia;Pasto
ESI;4413;Entrada;Extranjero;2017;Diciembre;29;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;15;Colombia;Pasto
ESI;4414;Entrada;Extranjero;2017;Diciembre;29;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;9;Colombia;Pasto
ESI;4415;Entrada;Extranjero;2017;Diciembre;30;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;14;Colombia;Pasto
ESI;4416;Entrada;Extranjero;2017;Diciembre;31;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Menores de edad;9;Colombia;Pasto
ESI;4417;Entrada;Extranjero;2017;Enero;5;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Jubilado;60;Colombia;Pasto
ESI;4418;Entrada;Extranjero;2017;Julio;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Jubilado;47;Colombia;Pasto
ESI;4419;Entrada;Extranjero;2017;Octubre;12;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Jubilado;64;Colombia;Pasto
ESI;4420;Entrada;Extranjero;2017;Octubre;14;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Jubilado;59;Colombia;Pasto
ESI;4421;Entrada;Extranjero;2017;Octubre;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Jubilado;59;Colombia;Pasto
ESI;4422;Entrada;Extranjero;2017;Enero;4;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;36;Colombia;Pasto
ESI;4423;Entrada;Extranjero;2017;Enero;5;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Ecuador;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;4424;Entrada;Extranjero;2017;Enero;5;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;4425;Entrada;Extranjero;2017;Enero;6;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;4426;Entrada;Extranjero;2017;Enero;8;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;35;Colombia;Pasto
ESI;4427;Entrada;Extranjero;2017;Enero;12;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;4428;Entrada;Extranjero;2017;Enero;14;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;4429;Entrada;Extranjero;2017;Enero;15;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;4430;Entrada;Extranjero;2017;Enero;17;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;27;Colombia;Pasto
ESI;4431;Entrada;Extranjero;2017;Enero;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;29;Colombia;Pasto
ESI;4432;Entrada;Extranjero;2017;Enero;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;4433;Entrada;Extranjero;2017;Enero;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;4434;Entrada;Extranjero;2017;Enero;26;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;30;Colombia;Pasto
ESI;4435;Entrada;Extranjero;2017;Enero;26;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
