cod_estd;secuencial;tip_movi;tip_naci;anio_movi;mes_movi;dia_movi;sex_migr;nac_migr;subcont_nac;cont_nac;via_tran;mot_viam;pais_prod;subcont_prod;cont_prod;lug_prod;pais_res;subcont_res;cont_res;jef_migr;pro_jefm;can_jefm;cla_migr;ocu_migr;edad;pais_esc;lug_esc
ESI;1;Entrada;Extranjero;2017;Octubre;1;Hombre;Sin especificar;Sin especificar;Sin especificar;Vía Aérea;Turismo;Italia;Europa Meridional;Europa;Milán;Italia;Europa Meridional;Europa;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;36;Países Bajos;Amsterdam
ESI;2;Entrada;Extranjero;2017;Junio;8;Mujer;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Miami Florida;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;45;Estados Unidos de América;Miami Florida
ESI;3;Entrada;Extranjero;2017;Mayo;28;Mujer;Zambia;África Oriental;África;Vía Aérea;Eventos;Zambia;África Oriental;África;Lusaka;Zambia;África Oriental;África;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Directores generales y gerentes generales;37;Países Bajos;Amsterdam
ESI;4;Entrada;Extranjero;2017;Marzo;13;Mujer;Zambia;África Oriental;África;Vía Aérea;Turismo;Zambia;África Oriental;África;Luanshya;Zambia;África Oriental;África;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Directores generales y gerentes generales;42;Países Bajos;Amsterdam
ESI;5;Entrada;Extranjero;2017;Julio;2;Mujer;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Dallas Texas;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;44;Estados Unidos de América;Dallas Texas
ESI;6;Entrada;Extranjero;2017;Mayo;12;Mujer;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Los Ángeles California;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Tecnicos en ciencias fisicas y en ingenieria no clasificados bajo otros epigrafes;54;Estados Unidos de América;Houston Texas
ESI;7;Entrada;Extranjero;2017;Febrero;6;Mujer;Zambia;África Oriental;África;Vía Aérea;Residencia;Estados Unidos de América;América del Septentrional;América;Dallas Texas;Ecuador;América del Sur;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;Inmigrantes 10-VI;Amas de casa;41;Estados Unidos de América;Dallas Texas
ESI;8;Entrada;Extranjero;2017;Diciembre;25;Mujer;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Albuquerque New México;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;47;Panamá;Panamá City
ESI;9;Entrada;Extranjero;2017;Mayo;23;Mujer;Zambia;África Oriental;África;Vía Aérea;Eventos;Panamá;América Central;América;Panamá City;Zambia;África Oriental;África;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Miembros del poder ejecutivo y de los gobiernos locales o seccionales;43;Panamá;Panamá City
ESI;10;Entrada;Extranjero;2017;Junio;26;Mujer;Zambia;África Oriental;África;Vía Aérea;Otros;Países Bajos;Europa Occidental;Europa;Amsterdam;Zambia;África Oriental;África;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Profesionales de la ensenanza no clasificados bajo otros epigrafes;38;Países Bajos;Amsterdam
ESI;11;Entrada;Extranjero;2017;Julio;7;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Fort Lauderdale Florida;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Representantes comerciales;46;Estados Unidos de América;Fort Lauderdale Florida
ESI;12;Entrada;Extranjero;2017;Mayo;28;Hombre;Zambia;África Oriental;África;Vía Aérea;Eventos;Zambia;África Oriental;África;Lusaka;Zambia;África Oriental;África;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;51;Países Bajos;Amsterdam
ESI;13;Entrada;Extranjero;2017;Marzo;13;Hombre;Zambia;África Oriental;África;Vía Aérea;Negocios;Zambia;África Oriental;África;Lusaka;Zambia;África Oriental;África;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Profesionales de la publicidad y la comercializacion;37;Países Bajos;Amsterdam
ESI;14;Entrada;Extranjero;2017;Mayo;23;Hombre;Zambia;África Oriental;África;Vía Aérea;Negocios;Zambia;África Oriental;África;Chingola;Zambia;África Oriental;África;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Profesionales de la publicidad y la comercializacion;37;Países Bajos;Amsterdam
ESI;15;Entrada;Extranjero;2017;Julio;12;Hombre;Zambia;África Oriental;África;Vía Aérea;Eventos;Colombia;América del Sur;América;Medellín;Chile;América del Sur;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Geologos y geofisicos;50;Colombia;Bogotá Dc
ESI;16;Entrada;Extranjero;2017;Junio;18;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Cleveland Ohio;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Estudiante;24;Perú;Lima
ESI;17;Entrada;Extranjero;2017;Marzo;7;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Houston Texas;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;50;Estados Unidos de América;Houston Texas
ESI;18;Entrada;Extranjero;2017;Marzo;12;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Canadá;América del Septentrional;América;Toronto;Zambia;África Oriental;África;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Miembros del poder ejecutivo y de los gobiernos locales o seccionales;52;Estados Unidos de América;Atlanta Georgia
ESI;19;Entrada;Extranjero;2017;Mayo;26;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Washington D C;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;24;El Salvador;San Salvador
ESI;20;Entrada;Extranjero;2017;Julio;21;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Oklahoma City Oklahoma;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Ingenieros mecanicos;43;Estados Unidos de América;Dallas Texas
ESI;21;Entrada;Extranjero;2017;Diciembre;23;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Atlanta Georgia;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Ingenieros mecanicos;43;Estados Unidos de América;Atlanta Georgia
ESI;22;Entrada;Extranjero;2017;Noviembre;17;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Zambia;África Oriental;África;Chingola;Zambia;África Oriental;África;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Contables;33;Argentina;Buenos Aires
ESI;23;Entrada;Extranjero;2017;Mayo;12;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Los Ángeles California;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;58;Estados Unidos de América;Houston Texas
ESI;24;Entrada;Extranjero;2017;Mayo;26;Hombre;Zambia;África Oriental;África;Vía Aérea;Eventos;Reino Unido;Europa Septentrional;Europa;London;Reino Unido;Europa Septentrional;Europa;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Directores generales y gerentes generales;53;Países Bajos;Amsterdam
ESI;25;Entrada;Extranjero;2017;Abril;14;Hombre;Zambia;África Oriental;África;Vía Aérea;Turismo;Perú;América del Sur;América;Lima;Perú;América del Sur;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Auxiliares laicos de las religiones;31;Perú;Lima
ESI;26;Entrada;Extranjero;2017;Abril;15;Hombre;Zambia;África Oriental;África;Vía Aérea;Otros;Colombia;América del Sur;América;Bogotá Dc;Zambia;África Oriental;África;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;51;Colombia;Bogotá Dc
ESI;27;Entrada;Extranjero;2017;Febrero;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Turquía;Asia Occidental;Asia;Istanbul;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;10;Panamá;Panamá City
ESI;28;Entrada;Extranjero;2017;Mayo;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Sana A;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;23;Colombia;Bogotá Dc
ESI;29;Entrada;Extranjero;2017;Agosto;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Miami Florida;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;35;Estados Unidos de América;Miami Florida
ESI;30;Entrada;Extranjero;2017;Octubre;11;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Perú;América del Sur;América;Lima;Malasia;Asia Asia Sudoriental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;40;Argentina;Buenos Aires
ESI;31;Entrada;Extranjero;2017;Junio;21;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Sana A;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;3;Colombia;Bogotá Dc
ESI;32;Entrada;Extranjero;2017;Junio;28;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Colombia;América del Sur;América;Bogotá Dc;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;9;Colombia;Bogotá Dc
ESI;33;Entrada;Extranjero;2017;Febrero;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Turquía;Asia Occidental;Asia;Istanbul;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;30;Panamá;Panamá City
ESI;34;Entrada;Extranjero;2017;Diciembre;10;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Sana A;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;25;Colombia;Bogotá Dc
ESI;35;Entrada;Extranjero;2017;Marzo;12;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Miami Florida;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Amas de casa;47;Estados Unidos de América;Miami Florida
ESI;36;Entrada;Extranjero;2017;Junio;28;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Colombia;América del Sur;América;Bogotá Dc;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;40;Colombia;Bogotá Dc
ESI;37;Entrada;Extranjero;2017;Febrero;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Turquía;Asia Occidental;Asia;Istanbul;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;3;Panamá;Panamá City
ESI;38;Entrada;Extranjero;2017;Mayo;13;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Eventos;España;Europa Meridional;Europa;Madrid;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Medicos generales;36;España;Madrid
ESI;39;Entrada;Extranjero;2017;Septiembre;8;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Arabia Saudita;Asia Occidental;Asia;Riyadh;Arabia Saudita;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;36;Estados Unidos de América;New York New York
ESI;40;Entrada;Extranjero;2017;Septiembre;29;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Estados Unidos de América;América del Septentrional;América;Atlanta Georgia;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;43;Estados Unidos de América;Fort Lauderdale Florida
ESI;41;Entrada;Extranjero;2017;Febrero;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Turquía;Asia Occidental;Asia;Istanbul;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;8;Panamá;Panamá City
ESI;42;Entrada;Extranjero;2017;Octubre;11;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Perú;América del Sur;América;Lima;Malasia;Asia Asia Sudoriental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;17;Argentina;Buenos Aires
ESI;43;Entrada;Extranjero;2017;Noviembre;12;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Egipto;África Septentrional;África;A Larish;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;10;Colombia;Bogotá Dc
ESI;44;Entrada;Extranjero;2017;Octubre;18;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Arabia Saudita;Asia Occidental;Asia;Buraydah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;37;Panamá;Panamá City
ESI;45;Entrada;Extranjero;2017;Julio;6;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Perú;América del Sur;América;Lima;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Limpiadores y asistentes domesticos;50;Perú;Lima
ESI;46;Entrada;Extranjero;2017;Febrero;15;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Hodeidah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;22;Panamá;Panamá City
ESI;47;Entrada;Extranjero;2017;Marzo;10;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Negocios;Malasia;Asia Asia Sudoriental;Asia;Taiping;Malasia;Asia Asia Sudoriental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Profesores de formacion profesional;43;Colombia;Bogotá Dc
ESI;48;Entrada;Extranjero;2017;Mayo;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Sana A;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;67;Colombia;Bogotá Dc
ESI;49;Entrada;Extranjero;2017;Noviembre;12;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Emiratos Árabes Unidos;Asia Occidental;Asia;Abu Dhabi;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Abogados;61;Colombia;Bogotá Dc
ESI;50;Entrada;Extranjero;2017;Noviembre;12;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Egipto;África Septentrional;África;A Larish;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;32;Colombia;Bogotá Dc
ESI;51;Entrada;Extranjero;2017;Octubre;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Residencia;Egipto;África Septentrional;África;Al Mansurah;Ecuador;América del Sur;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;Inmigrantes 10-VI;Personal de apoyo administrativo no clasificado bajo otros epigrafes;28;Colombia;Bogotá Dc
ESI;52;Entrada;Extranjero;2017;Noviembre;10;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Panamá;América Central;América;Panamá City;Malasia;Asia Asia Sudoriental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;27;Panamá;Panamá City
ESI;53;Entrada;Extranjero;2017;Diciembre;1;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Panamá;América Central;América;Panamá City;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;4;Panamá;Panamá City
ESI;54;Entrada;Extranjero;2017;Marzo;31;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Aden;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Estudiante;23;Colombia;Bogotá Dc
ESI;55;Entrada;Extranjero;2017;Marzo;31;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Aden;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;1;Colombia;Bogotá Dc
ESI;56;Entrada;Extranjero;2017;Octubre;18;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Arabia Saudita;Asia Occidental;Asia;Buraydah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;10;Panamá;Panamá City
ESI;57;Entrada;Extranjero;2017;Agosto;9;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Arabia Saudita;Asia Occidental;Asia;Riyadh;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;22;Panamá;Panamá City
ESI;58;Entrada;Extranjero;2017;Septiembre;5;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Taiz;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;29;Argentina;Buenos Aires
ESI;59;Entrada;Extranjero;2017;Diciembre;1;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Panamá;América Central;América;Panamá City;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;9;Panamá;Panamá City
ESI;60;Entrada;Extranjero;2017;Noviembre;29;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Panamá;América Central;América;Panamá City;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;28;Panamá;Panamá City
ESI;61;Entrada;Extranjero;2017;Noviembre;12;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Emiratos Árabes Unidos;Asia Occidental;Asia;Abu Dhabi;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;37;Colombia;Bogotá Dc
ESI;62;Entrada;Extranjero;2017;Noviembre;8;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Hodeidah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;19;Panamá;Panamá City
ESI;63;Entrada;Extranjero;2017;Marzo;10;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Negocios;Malasia;Asia Asia Sudoriental;Asia;Taiping;Malasia;Asia Asia Sudoriental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Estudiante;32;Colombia;Bogotá Dc
ESI;64;Entrada;Extranjero;2017;Junio;21;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Sana A;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;31;Colombia;Bogotá Dc
ESI;65;Entrada;Extranjero;2017;Octubre;27;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Residencia;Yemen;Asia Occidental;Asia;Aden;Ecuador;América del Sur;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;Inmigrantes 10-VI;Comerciantes de tiendas;25;Colombia;Bogotá Dc
ESI;66;Entrada;Extranjero;2017;Diciembre;10;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Sana A;Estados Unidos de América;América del Septentrional;América;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;2;Colombia;Bogotá Dc
ESI;67;Entrada;Extranjero;2017;Marzo;31;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Aden;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;33;Colombia;Bogotá Dc
ESI;68;Entrada;Extranjero;2017;Mayo;19;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Sana A;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;1;Colombia;Bogotá Dc
ESI;69;Entrada;Extranjero;2017;Octubre;18;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Arabia Saudita;Asia Occidental;Asia;Buraydah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;1;Panamá;Panamá City
ESI;70;Entrada;Extranjero;2017;Febrero;15;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Turquía;Asia Occidental;Asia;Istanbul;Turquía;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Estudiante;24;Panamá;Panamá City
ESI;71;Entrada;Extranjero;2017;Mayo;5;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Colombia;América del Sur;América;Bogotá Dc;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;30;Colombia;Bogotá Dc
ESI;72;Entrada;Extranjero;2017;Enero;9;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Aden;Yemen;Asia Occidental;Asia;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Auxiliares laicos de las religiones;42;Países Bajos;Amsterdam
ESI;73;Entrada;Extranjero;2017;Septiembre;6;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Hodeidah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Menores de edad;2;Colombia;Bogotá Dc
ESI;74;Entrada;Extranjero;2017;Diciembre;1;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Panamá;América Central;América;Panamá City;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;29;Panamá;Panamá City
ESI;75;Entrada;Extranjero;2017;Noviembre;8;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Hodeidah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Menores de edad;2;Panamá;Panamá City
ESI;76;Entrada;Extranjero;2017;Marzo;31;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Aden;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Estudiante;32;Colombia;Bogotá Dc
ESI;77;Entrada;Extranjero;2017;Marzo;23;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Aden;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;48;Países Bajos;Amsterdam
ESI;78;Entrada;Extranjero;2017;Marzo;31;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Hodeidah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;63;Colombia;Bogotá Dc
ESI;79;Entrada;Extranjero;2017;Septiembre;6;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Yemen;Asia Occidental;Asia;Hodeidah;Yemen;Asia Occidental;Asia;Aeropuerto Internacional Mariscal Sucre;Pichincha;Quito;No inmigrante T-3;Amas de casa;27;Colombia;Bogotá Dc
ESI;80;Entrada;Extranjero;2017;Marzo;25;Mujer;Yemen;Asia Occidental;Asia;Vía Aérea;Turismo;Reino Unido;Europa Septentrional;Europa;London;Reino Unido;Europa Septentrional;Europa;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;No inmigrante T-3;Personal de apoyo administrativo no clasificado bajo otros epigrafes;33;España;Madrid
